product_title,product_vendor,product_type,quantity,gross_sales,discounts,returns,net_sales,taxes,total_sales
Boucles d'oreilles Hossiwa,GRAND MARCHÉ,,0,10169.0,0.0,-10169.0,0.0,0.0,0.0
JYNKS GROUP-Sirop royal bissap-saveur menthe-75 cl,JYNKS GROUP,Alimentaire,0,1297.0,0.0,-1297.0,0.0,0.0,0.0
,,,0,0.0,0.0,-26800.0,-26800.0,0.0,-35760.0
COD - Cacahouètes Gouteuses Caramélisées - 500g,COD,Alimentaire,0,10170.0,0.0,-10170.0,0.0,0.0,0.0
JYNKS GROUP-Sirop royal bissap-saveur gingembre-75 cl,JYNKS GROUP,Alimentaire,0,6102.0,0.0,-6102.0,0.0,0.0,0.0
Liqueur au fruit de datte 1/2L,Aphrodisiac,Alimentaire,0,2500.0,0.0,-2500.0,0.0,0.0,0.0
Green beauty - Savon Amina - 100g,Green Beauty,hygiène et beauté,0,1695.0,0.0,-1695.0,0.0,0.0,0.0
INFINIX S5 PRO ( X660B) – DUAL SIM – 4G – 64Go ROM – 4Go RAM,Pluri Mobile,High tech,0,63559.0,0.0,-63559.0,0.0,0.0,0.0
"Infinix S4 Pro - 4G - 6 Gb RAM - 64 Gb De ROM - 6,2 Pouces HD+ - 32MP/13MP+8MP+2MP - 4000mah",Pluri Mobile,High tech,0,101695.0,0.0,-101695.0,0.0,0.0,0.0
"KARIBAB, Crème visage restructurante",Origine Terre,hygiène et beauté,0,2966.0,0.0,-2966.0,0.0,0.0,0.0
Bionice- Savon éclat nare- 100% naturel,Ets ZECM NICE,Beauté et hygiène,0,763.0,0.0,-763.0,0.0,0.0,0.0
King of Soto- cocktail Bissap- 75cl - 8% d'alcool,Comme au Marché,Alimentaire,0,1695.0,0.0,-1695.0,0.0,0.0,0.0
PRT20-0005 - Dayélian - Ahayoué Deluxe - 75g,Iridium,Alimentaire,0,763.0,0.0,-763.0,0.0,0.0,0.0
"Coton Karité, 2-en-1 Shampooing Après-shampooing pour Bébé et Enfant",Origine Terre,hygiène et beauté,0,15254.0,0.0,-15254.0,0.0,0.0,0.0
Arifael-BRIGHT COSMETIC - Savon Dermadose plus - visage - soins anti-acnés - 75g,Arifael,Beauté et hygiène,0,678.0,0.0,-678.0,0.0,0.0,0.0
Assiette plate M1 lot de 6,Vaisselle Bénin,Électroménagers,0,19661.0,-983.0,-18678.0,0.0,0.0,0.0
Champignon Tchigan,le-grandmarche,Alimentaire,0,678.0,0.0,-678.0,0.0,0.0,0.0
Sandale blanche en cuir - Femme,Shamma,Chaussures Femme,0,12711.0,0.0,-12711.0,0.0,0.0,0.0
Samsung Galaxy S10e,Pluri Mobile,High tech,0,355932.0,0.0,-355932.0,0.0,0.0,0.0
PRT20-0005 - Dayélian - Coco Tchigan Muscade,Iridium,Alimentaire,0,678.0,0.0,-678.0,0.0,0.0,0.0
Fertitop femme fertilite gel b/60,LA NOUVELLE PHARMACIE HOUEYIHO,Alimentaire,0,23627.0,0.0,-23627.0,0.0,0.0,0.0
Assiette ronde M1 lot de 6,Vaisselle Bénin,Électroménagers,0,73729.0,0.0,-73729.0,0.0,0.0,0.0
Afrijus - Jus de Moringa à l'Ananas - 30 cl,Afrijus,Alimentaire,0,1271.0,0.0,-1271.0,0.0,0.0,0.0
Robe moulante-Violette-Taille M-Femme,KIONA,Robe femme,0,38136.0,0.0,-38136.0,0.0,0.0,0.0
LG Inverter Congélateur debout 6 casiers,TAG,grand électroménager,0,508475.0,0.0,-508475.0,0.0,0.0,0.0
Mini Four électrique 20L,TAG,Petits électroménagers,0,59322.0,0.0,-59322.0,0.0,0.0,0.0
Biscolait amuse gueule 1L,le-grandmarche,Alimentaire,-1,0.0,0.0,-1186.0,-1186.0,-214.0,-1400.0
Tecno Pouvoir 3 - 6.2'' - 5000 MAh - 32 Gb Rom / 2 Gb Ram - 13 Mpx / 13 Mpx,le-grandmarche,High tech,-1,0.0,0.0,-59322.0,-59322.0,-10678.0,-70000.0
Campari 1L 25%,le-grandmarche,Alimentaire,-1,0.0,0.0,-3500.0,-3500.0,0.0,-3500.0
Arcocere - bandes d'épilation pour cire - 100 pièces,le-grandmarche,Beauté et hygiène,-1,0.0,0.0,-8475.0,-8475.0,-1525.0,-10000.0
Barbecue électrique grille ronde,le-grandmarche,Petits électroménagers,-1,0.0,0.0,0.0,0.0,0.0,0.0
Byphasse - hair pro après-shampooing volume - 500ml,le-grandmarche,Beauté et hygiène,-1,0.0,0.0,-8475.0,-8475.0,-1525.0,-10000.0
Samsung Galaxy A2 Core,le-grandmarche,High tech,-1,0.0,0.0,-46610.0,-46610.0,-8390.0,-55000.0
ANDY csws 496tr Lave-Linge séchant Frontal,le-grandmarche,grand électroménager,-2,0.0,0.0,-555932.0,-555932.0,-100068.0,-656000.0
Babaria - baume massage rafraîchissant pieds et jambes à l'aloé véra - 300ml,le-grandmarche,Beauté et hygiène,-2,0.0,0.0,-3325.0,-3325.0,-599.0,-3924.0
ROGE Carvaillès Créme Lavante Hydratante 300ml,le-grandmarche,Beauté et hygiène,-2,0.0,0.0,-14780.0,-14780.0,-2660.0,-17440.0
Amuses gueules,le-grandmarche,Alimentaire,-2,0.0,0.0,-2034.0,-2034.0,-366.0,-2400.0
Arachide enrobée en bouteille amuse gueule,le-grandmarche,Alimentaire,-3,0.0,0.0,-3234.0,-3234.0,-582.0,-3816.0
Gommage tonic Corps 300ML CLARINS,le-grandmarche,Beauté et hygiène,-7,0.0,0.0,-35000.0,-35000.0,-6300.0,-41300.0
