date,accessoires mode femme,alimentaire,barrettes,beauté et hygiène,bracelets et boucles d'oreille,chaussure pour homme,chaussures femme,chaussures homme,chaussures pour enfants garçon,chaussures pour femme,chaussures pour homme,chemise homme,complet nourrissons,complément alimentaire,ensemble pour homme,hygiène et soins du corps,montres homme,pendentif et boucle d'oreille,petits électroménagers,robe femme,robe pour femme,roman,sac usage mixte,sacs à mains,soins du corps,soins esthétiques,tenue pour homme,thé,électroménagers,e-commerce,country,eventail pour femme,grand électroménager,high tech,hygiène et beauté,hygiène et ménage
2020-09-27,0,19,0,0,0,0.0,50.0,19.0,0.0,6.0,6.0,19.0,0.0,13.0,0.0,0.0,4.0,0.0,0.0,53.0,0,50,0,0,0,0,0,46,7,17,canada,0.0,0.0,25.0,0.0,0.0
2020-10-04,0,18,1,0,0,0.0,39.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,48,0,0,0,0,0,56,9,17,canada,0.0,0.0,40.0,0.0,0.0
2020-10-11,0,25,1,0,0,7.0,63.0,35.0,0.0,14.0,0.0,28.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,20.0,0,49,0,0,0,0,0,65,18,20,canada,0.0,0.0,36.0,0.0,0.0
2020-10-18,0,14,0,0,0,7.0,27.0,20.0,0.0,0.0,7.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,24.0,0,49,0,0,0,0,0,44,14,10,canada,0.0,0.0,39.0,0.0,0.0
2020-10-25,0,22,1,0,0,14.0,41.0,14.0,0.0,7.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0,55,0,0,0,0,0,72,16,16,canada,0.0,0.0,31.0,0.0,0.0
2020-11-01,0,15,0,0,0,6.0,55.0,24.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,43.0,0,43,0,0,0,0,0,36,18,16,canada,0.0,0.0,17.0,0.0,0.0
2020-11-08,0,18,1,0,0,13.0,46.0,20.0,0.0,20.0,7.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,38.0,0,46,0,0,0,6,0,66,6,14,canada,0.0,0.0,38.0,0.0,0.0
2020-11-15,0,19,0,0,0,13.0,46.0,13.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,23.0,0,48,0,0,0,0,0,64,17,15,canada,0.0,0.0,53.0,0.0,0.0
2020-11-22,0,23,0,0,0,13.0,13.0,19.0,0.0,0.0,26.0,78.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,68.0,0,53,0,0,0,0,0,62,19,17,canada,0.0,0.0,47.0,0.0,0.0
2020-11-29,0,17,0,0,0,0.0,26.0,20.0,0.0,0.0,0.0,20.0,0.0,7.0,13.0,0.0,18.0,0.0,0.0,60.0,0,56,0,0,0,2,0,46,21,21,canada,0.0,0.0,48.0,0.0,0.0
2020-12-06,0,17,0,0,0,7.0,40.0,26.0,0.0,13.0,13.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,37.0,0,55,0,0,0,2,0,62,10,19,canada,0.0,0.0,23.0,0.0,0.0
2020-12-13,0,17,1,0,0,0.0,27.0,7.0,0.0,0.0,7.0,27.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,38.0,0,52,0,0,0,0,0,64,8,17,canada,0.0,0.0,27.0,0.0,0.0
2020-12-20,0,15,0,0,0,7.0,0.0,21.0,0.0,0.0,0.0,36.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,50.0,0,47,0,0,0,0,0,54,15,4,canada,0.0,0.0,37.0,0.0,0.0
2020-12-27,0,12,0,0,0,7.0,34.0,0.0,0.0,0.0,0.0,35.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,54.0,0,48,0,0,0,0,0,77,8,6,canada,0.0,0.0,55.0,0.0,0.0
2021-01-03,0,18,0,0,0,13.0,39.0,6.0,0.0,6.0,0.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,36.0,0,44,0,0,0,0,0,62,13,8,canada,0.0,0.0,26.0,0.0,0.0
2021-01-10,0,21,0,0,0,0.0,52.0,26.0,0.0,13.0,7.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,64,0,0,0,4,0,61,2,21,canada,0.0,0.0,45.0,0.0,0.0
2021-01-17,0,21,0,0,0,0.0,33.0,26.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1,55,0,0,0,0,0,49,15,15,canada,0.0,0.0,52.0,0.0,0.0
2021-01-24,0,21,0,0,0,6.0,26.0,19.0,0.0,13.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0,58,0,0,0,0,0,87,15,13,canada,0.0,0.0,44.0,0.0,0.0
2021-01-31,0,25,1,0,0,6.0,78.0,0.0,0.0,26.0,0.0,7.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,14.0,0,51,0,0,0,0,0,47,8,19,canada,0.0,0.0,52.0,0.0,0.0
2021-02-07,0,21,1,0,0,0.0,6.0,6.0,0.0,0.0,0.0,20.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,28.0,0,59,0,0,0,0,0,55,15,13,canada,0.0,0.0,52.0,0.0,0.0
2021-02-14,0,17,1,0,0,7.0,27.0,27.0,0.0,7.0,0.0,27.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,33.0,0,55,0,0,0,0,0,39,10,18,canada,0.0,0.0,38.0,0.0,0.0
2021-02-21,0,18,1,0,0,0.0,33.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,0,55,0,0,0,0,0,60,8,12,canada,0.0,0.0,23.0,0.0,0.0
2021-02-28,0,21,1,0,0,13.0,60.0,0.0,0.0,13.0,0.0,27.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,19.0,0,53,0,0,0,0,0,58,12,8,canada,0.0,0.0,34.0,0.0,0.0
2021-03-07,0,19,0,0,0,13.0,60.0,20.0,0.0,7.0,7.0,27.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,42.0,1,47,0,0,0,0,0,62,14,14,canada,0.0,0.0,30.0,0.0,0.0
2021-03-14,0,19,1,0,0,6.0,32.0,13.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,54,0,0,0,0,0,46,20,18,canada,0.0,0.0,51.0,0.0,0.0
2021-03-21,0,20,1,0,0,7.0,87.0,7.0,0.0,27.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,57.0,0,50,0,0,0,0,0,53,12,10,canada,0.0,0.0,19.0,0.0,0.0
2021-03-28,0,19,0,0,0,13.0,40.0,13.0,0.0,7.0,0.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,0,46,0,0,0,0,0,39,12,14,canada,0.0,0.0,34.0,0.0,0.0
2021-04-04,0,14,1,0,0,0.0,52.0,33.0,0.0,7.0,0.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,46.0,0,54,0,0,0,0,0,48,6,19,canada,0.0,0.0,56.0,0.0,0.0
2021-04-11,0,16,0,0,0,0.0,32.0,6.0,0.0,13.0,7.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,32.0,0,51,0,0,0,2,0,45,8,15,canada,0.0,0.0,30.0,0.0,0.0
2021-04-18,0,18,0,0,0,13.0,51.0,13.0,0.0,6.0,0.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,36.0,0,47,0,0,0,0,0,47,6,13,canada,0.0,0.0,55.0,0.0,0.0
2021-04-25,0,19,0,0,0,6.0,26.0,13.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0,47,0,0,0,2,0,54,15,7,canada,0.0,0.0,22.0,0.0,0.0
2021-05-02,0,17,1,0,0,0.0,71.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,27.0,0,44,0,0,0,2,0,51,19,9,canada,0.0,0.0,37.0,0.0,0.0
2021-05-09,0,13,0,0,0,13.0,33.0,27.0,0.0,13.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0,46,0,0,0,0,0,55,14,10,canada,0.0,0.0,31.0,0.0,0.0
2021-05-16,0,15,0,0,0,26.0,53.0,20.0,0.0,7.0,7.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,46.0,1,43,0,0,0,0,0,52,8,6,canada,0.0,0.0,49.0,0.0,0.0
2021-05-23,0,19,1,0,0,0.0,53.0,20.0,0.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0,52,0,0,0,0,0,53,14,12,canada,0.0,0.0,30.0,0.0,0.0
2021-05-30,0,17,1,0,0,13.0,67.0,13.0,0.0,7.0,0.0,14.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,33.0,1,49,0,0,0,0,0,39,10,8,canada,0.0,0.0,15.0,0.0,0.0
2021-06-06,0,16,0,0,0,0.0,33.0,33.0,0.0,7.0,7.0,33.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,98.0,0,46,0,0,0,0,0,44,15,13,canada,0.0,0.0,56.0,0.0,0.0
2021-06-13,0,19,1,0,0,7.0,59.0,33.0,0.0,13.0,0.0,47.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,28.0,0,43,0,0,0,0,0,52,13,13,canada,0.0,0.0,26.0,0.0,0.0
2021-06-20,0,13,1,0,0,7.0,20.0,0.0,0.0,0.0,0.0,35.0,0.0,14.0,0.0,0.0,10.0,0.0,0.0,58.0,1,42,0,0,0,0,0,38,8,18,canada,0.0,0.0,31.0,0.0,0.0
2021-06-27,0,14,0,0,0,7.0,28.0,0.0,0.0,0.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0,40,0,0,0,0,0,51,6,18,canada,0.0,0.0,32.0,0.0,0.0
2021-07-04,0,18,1,0,0,0.0,21.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,64.0,1,44,0,0,0,0,0,45,16,4,canada,0.0,0.0,24.0,0.0,0.0
2021-07-11,0,13,1,0,0,7.0,21.0,7.0,0.0,0.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0,46,0,0,0,0,0,51,12,12,canada,0.0,0.0,32.0,0.0,0.0
2021-07-18,0,15,0,0,0,7.0,100.0,0.0,0.0,21.0,0.0,44.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,1,43,0,0,0,0,0,46,17,8,canada,0.0,0.0,57.0,0.0,0.0
2021-07-25,0,16,0,0,0,7.0,36.0,14.0,0.0,0.0,0.0,36.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,15.0,0,44,0,0,0,0,0,60,15,10,canada,0.0,0.0,53.0,0.0,0.0
2021-08-01,0,19,0,0,0,7.0,43.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,40,0,0,0,0,0,60,6,8,canada,0.0,0.0,36.0,0.0,0.0
2021-08-08,0,17,1,0,0,14.0,28.0,21.0,0.0,0.0,0.0,65.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,60.0,1,41,0,0,0,2,0,46,8,21,canada,0.0,0.0,36.0,0.0,0.0
2021-08-15,0,14,1,0,0,14.0,49.0,21.0,0.0,7.0,14.0,29.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,25.0,0,42,0,0,0,0,0,70,10,14,canada,0.0,0.0,52.0,0.0,0.0
2021-08-22,0,15,0,0,0,0.0,79.0,22.0,0.0,22.0,0.0,29.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,46.0,0,46,0,0,0,0,0,42,4,4,canada,0.0,0.0,21.0,0.0,0.0
2021-08-29,0,19,0,0,0,0.0,44.0,44.0,0.0,29.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0,41,0,0,0,0,0,42,17,6,canada,0.0,0.0,46.0,0.0,0.0
2021-09-05,0,17,1,0,0,7.0,66.0,22.0,0.0,15.0,0.0,45.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,36.0,1,43,0,0,0,0,0,66,9,6,canada,0.0,0.0,42.0,0.0,0.0
2021-09-12,0,17,0,0,0,7.0,36.0,7.0,0.0,14.0,0.0,22.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,20.0,0,47,0,0,0,2,0,44,10,17,canada,0.0,0.0,37.0,0.0,0.0
2021-09-19,0,21,0,0,0,0.0,56.0,0.0,0.0,21.0,0.0,36.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,50.0,0,46,0,0,0,0,0,37,4,12,canada,0.0,0.0,52.0,0.0,0.0
2021-09-26,0,17,0,0,0,0.0,78.0,21.0,0.0,0.0,14.0,58.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,55.0,0,50,0,0,0,0,0,52,12,4,canada,0.0,0.0,24.0,0.0,0.0
2021-10-03,0,18,1,0,0,0.0,56.0,14.0,0.0,14.0,0.0,43.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,45.0,0,41,0,0,0,0,0,53,6,6,canada,0.0,0.0,52.0,0.0,0.0
2021-10-10,0,17,1,0,0,0.0,51.0,36.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,51.0,0,48,0,0,0,0,0,51,6,8,canada,0.0,0.0,25.0,0.0,0.0
2021-10-17,0,22,0,0,0,14.0,70.0,28.0,0.0,7.0,0.0,100.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,55.0,0,45,0,0,0,0,0,53,4,8,canada,0.0,0.0,32.0,0.0,0.0
2021-10-24,0,20,0,0,0,0.0,56.0,14.0,0.0,0.0,7.0,43.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,84.0,0,47,0,0,0,0,0,68,6,10,canada,0.0,0.0,36.0,0.0,0.0
2021-10-31,0,17,1,0,0,0.0,64.0,7.0,0.0,14.0,0.0,29.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,76.0,1,48,0,0,0,2,0,33,4,13,canada,0.0,0.0,37.0,0.0,0.0
2021-11-07,0,20,0,0,0,7.0,35.0,21.0,0.0,7.0,0.0,36.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,70.0,1,46,0,0,0,0,0,47,4,8,canada,0.0,0.0,28.0,0.0,0.0
2021-11-14,0,22,0,0,0,0.0,47.0,20.0,0.0,0.0,0.0,27.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,67.0,1,51,0,0,0,4,0,39,8,16,canada,0.0,0.0,50.0,0.0,0.0
2021-11-21,0,19,0,0,0,0.0,61.0,47.0,0.0,27.0,7.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1,47,0,0,0,0,0,61,20,14,canada,0.0,0.0,35.0,0.0,0.0
2016-12-04,0,67,1,0,0,5.0,57.0,37.0,0.0,4.0,5.0,73.0,0.0,10.0,1.0,0.0,14.0,0.0,0.0,48.0,3,38,0,0,1,0,1,89,1,4,france,0.0,0.0,80.0,0.0,0.0
2016-12-11,0,59,1,0,0,3.0,46.0,39.0,0.0,1.0,2.0,85.0,0.0,15.0,2.0,0.0,12.0,0.0,0.0,49.0,2,37,0,0,0,0,2,92,0,3,france,0.0,0.0,65.0,0.0,0.0
2016-12-18,0,52,2,0,0,2.0,47.0,34.0,0.0,4.0,5.0,71.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,41.0,3,37,0,0,1,0,1,100,0,3,france,0.0,0.0,54.0,0.0,0.0
2016-12-25,0,62,0,0,0,3.0,43.0,33.0,0.0,2.0,3.0,63.0,0.0,12.0,1.0,0.0,5.0,0.0,0.0,34.0,2,38,0,0,0,0,1,82,0,4,france,0.0,0.0,57.0,0.0,0.0
2017-01-01,0,67,1,0,0,1.0,45.0,33.0,0.0,3.0,4.0,40.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,21.0,1,39,0,0,0,0,0,78,0,3,france,0.0,0.0,36.0,0.0,0.0
2017-01-08,0,64,1,0,0,2.0,88.0,53.0,0.0,4.0,5.0,59.0,0.0,19.0,2.0,0.0,4.0,0.0,0.0,37.0,1,36,0,0,0,0,1,71,1,6,france,0.0,0.0,39.0,0.0,0.0
2017-01-15,0,71,0,0,0,1.0,80.0,54.0,0.0,3.0,6.0,54.0,0.0,16.0,1.0,0.0,2.0,0.0,0.0,35.0,2,42,0,0,0,0,1,82,0,6,france,0.0,0.0,35.0,0.0,0.0
2017-01-22,0,68,1,0,0,4.0,61.0,40.0,0.0,2.0,4.0,48.0,0.0,12.0,1.0,0.0,4.0,0.0,0.0,29.0,2,47,0,0,0,1,1,74,1,4,france,0.0,0.0,33.0,0.0,0.0
2017-01-29,0,69,1,0,0,1.0,62.0,32.0,0.0,2.0,1.0,46.0,0.0,15.0,1.0,0.0,5.0,0.0,0.0,31.0,2,41,0,0,0,1,0,72,0,5,france,0.0,0.0,36.0,0.0,0.0
2017-02-05,0,67,1,0,0,3.0,44.0,26.0,0.0,3.0,5.0,41.0,0.0,13.0,2.0,0.0,6.0,0.0,0.0,31.0,1,36,0,0,0,0,1,77,0,3,france,0.0,0.0,30.0,0.0,0.0
2017-02-12,0,63,1,0,0,2.0,53.0,19.0,0.0,2.0,4.0,34.0,0.0,23.0,2.0,0.0,3.0,0.0,0.0,30.0,2,38,0,0,1,1,1,74,1,5,france,0.0,0.0,34.0,0.0,0.0
2017-02-19,0,67,1,0,0,1.0,47.0,31.0,0.0,4.0,5.0,31.0,0.0,11.0,2.0,0.0,5.0,0.0,0.0,35.0,3,36,0,0,0,0,1,70,0,3,france,0.0,0.0,25.0,0.0,0.0
2017-02-26,0,69,1,0,0,1.0,58.0,25.0,0.0,2.0,3.0,43.0,0.0,14.0,1.0,0.0,3.0,0.0,0.0,37.0,2,38,0,0,0,0,0,72,0,3,france,0.0,0.0,28.0,0.0,0.0
2017-03-05,0,69,0,0,0,2.0,60.0,20.0,0.0,3.0,4.0,41.0,0.0,9.0,1.0,0.0,4.0,0.0,0.0,42.0,2,34,0,0,0,0,1,82,0,4,france,0.0,0.0,30.0,0.0,0.0
2017-03-12,0,69,0,0,0,3.0,83.0,29.0,0.0,2.0,1.0,50.0,0.0,18.0,1.0,0.0,3.0,0.0,0.0,39.0,2,36,0,0,0,0,1,68,1,3,france,0.0,0.0,29.0,0.0,0.0
2017-03-19,0,69,1,0,0,2.0,76.0,30.0,0.0,3.0,3.0,47.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,32.0,2,37,0,0,0,0,0,72,0,4,france,0.0,0.0,32.0,0.0,0.0
2017-03-26,0,67,1,0,0,2.0,100.0,33.0,0.0,4.0,3.0,44.0,0.0,13.0,2.0,0.0,4.0,0.0,0.0,40.0,3,32,0,0,0,1,1,61,0,3,france,0.0,0.0,30.0,0.0,0.0
2017-04-02,0,69,0,0,0,3.0,79.0,29.0,0.0,3.0,5.0,54.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,48.0,3,32,0,0,0,0,1,65,0,6,france,0.0,0.0,42.0,0.0,0.0
2017-04-09,0,71,0,0,0,2.0,82.0,33.0,0.0,4.0,4.0,38.0,0.0,10.0,1.0,0.0,3.0,0.0,0.0,43.0,3,37,0,0,0,0,1,62,0,4,france,0.0,0.0,27.0,0.0,0.0
2017-04-16,0,68,1,0,0,3.0,82.0,27.0,0.0,4.0,7.0,45.0,0.0,11.0,1.0,0.0,5.0,0.0,0.0,40.0,3,34,0,0,0,0,1,66,0,5,france,0.0,0.0,23.0,0.0,0.0
2017-04-23,0,66,1,0,0,1.0,70.0,26.0,0.0,3.0,2.0,44.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,43.0,2,33,0,0,0,0,1,64,0,3,france,0.0,0.0,36.0,0.0,0.0
2017-04-30,0,71,0,0,0,1.0,68.0,28.0,0.0,3.0,2.0,45.0,0.0,11.0,4.0,0.0,2.0,0.0,0.0,42.0,2,37,0,0,0,0,1,63,0,4,france,0.0,0.0,23.0,0.0,0.0
2017-05-07,0,67,1,0,0,3.0,67.0,27.0,0.0,1.0,3.0,56.0,0.0,15.0,2.0,0.0,3.0,0.0,0.0,42.0,2,34,0,0,0,0,1,63,1,4,france,0.0,0.0,29.0,0.0,0.0
2017-05-14,0,75,1,0,0,4.0,83.0,25.0,0.0,3.0,6.0,64.0,0.0,18.0,2.0,0.0,3.0,0.0,0.0,49.0,3,30,0,0,0,1,1,58,1,5,france,0.0,0.0,24.0,0.0,0.0
2017-05-21,0,69,0,0,0,2.0,79.0,27.0,0.0,5.0,3.0,60.0,0.0,10.0,1.0,0.0,3.0,0.0,0.0,58.0,2,34,0,0,0,0,1,59,0,2,france,0.0,0.0,32.0,0.0,0.0
2017-05-28,0,63,1,0,0,2.0,65.0,31.0,0.0,3.0,3.0,60.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,66.0,3,34,0,0,0,0,1,70,0,6,france,0.0,0.0,36.0,0.0,0.0
2017-06-04,0,71,1,0,0,2.0,66.0,30.0,0.0,3.0,2.0,58.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,55.0,3,36,0,0,0,0,1,55,1,4,france,0.0,0.0,24.0,0.0,0.0
2017-06-11,0,53,1,0,0,1.0,65.0,39.0,0.0,2.0,4.0,74.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,64.0,3,52,0,0,0,0,1,52,0,4,france,0.0,0.0,27.0,0.0,0.0
2017-06-18,0,57,0,0,0,3.0,52.0,31.0,0.0,4.0,2.0,60.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,68.0,3,29,0,0,0,0,1,50,0,5,france,0.0,0.0,22.0,0.0,0.0
2017-06-25,0,53,0,0,0,2.0,83.0,43.0,0.0,3.0,2.0,69.0,0.0,7.0,1.0,0.0,5.0,0.0,0.0,49.0,2,35,0,0,0,0,1,48,0,4,france,0.0,0.0,22.0,0.0,0.0
2017-07-02,0,48,1,0,0,4.0,74.0,39.0,0.0,3.0,6.0,56.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,49.0,4,30,0,0,0,0,1,54,1,1,france,0.0,0.0,33.0,0.0,0.0
2017-07-09,0,52,1,0,0,2.0,66.0,41.0,0.0,1.0,3.0,68.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,49.0,2,31,0,0,0,0,1,47,0,2,france,0.0,0.0,22.0,0.0,0.0
2017-07-16,0,58,1,0,0,4.0,66.0,28.0,0.0,2.0,3.0,48.0,0.0,13.0,1.0,0.0,3.0,0.0,0.0,47.0,3,34,0,0,0,0,0,57,0,3,france,0.0,0.0,23.0,0.0,0.0
2017-07-23,0,57,1,0,0,3.0,67.0,27.0,0.0,3.0,1.0,49.0,0.0,12.0,1.0,0.0,5.0,0.0,0.0,37.0,2,27,0,0,0,0,0,58,0,3,france,0.0,0.0,26.0,0.0,0.0
2017-07-30,0,56,1,0,0,4.0,59.0,35.0,0.0,3.0,5.0,48.0,0.0,15.0,1.0,0.0,5.0,0.0,0.0,37.0,3,29,0,0,0,0,1,58,0,2,france,0.0,0.0,26.0,0.0,0.0
2017-08-06,0,57,0,0,0,3.0,60.0,30.0,0.0,4.0,4.0,50.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,38.0,2,31,0,0,0,0,1,52,0,4,france,0.0,0.0,22.0,0.0,0.0
2017-08-13,0,60,1,0,0,3.0,56.0,24.0,0.0,4.0,3.0,42.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,35.0,2,39,0,0,1,0,1,55,1,1,france,0.0,0.0,19.0,0.0,0.0
2017-08-20,0,61,0,0,0,3.0,59.0,23.0,0.0,3.0,5.0,43.0,0.0,16.0,3.0,0.0,3.0,0.0,0.0,39.0,2,34,0,0,0,0,1,61,0,2,france,0.0,0.0,28.0,0.0,0.0
2017-08-27,0,64,0,0,0,2.0,63.0,29.0,0.0,4.0,2.0,35.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,36.0,2,26,0,0,0,1,0,61,0,3,france,0.0,0.0,31.0,0.0,0.0
2017-09-03,0,62,1,0,0,2.0,75.0,30.0,0.0,1.0,5.0,40.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,29.0,2,28,0,0,0,0,1,51,0,4,france,0.0,0.0,29.0,0.0,0.0
2017-09-10,0,57,0,0,0,4.0,82.0,39.0,0.0,2.0,5.0,36.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,33.0,2,35,0,0,0,0,1,67,1,6,france,0.0,0.0,29.0,0.0,0.0
2017-09-17,0,63,1,0,0,1.0,78.0,24.0,0.0,6.0,1.0,42.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,32.0,1,34,0,0,0,0,1,59,0,6,france,0.0,0.0,33.0,0.0,0.0
2017-09-24,0,63,1,0,0,1.0,78.0,28.0,0.0,3.0,5.0,37.0,0.0,15.0,2.0,0.0,5.0,0.0,0.0,39.0,0,36,0,0,0,0,1,62,1,6,france,0.0,0.0,27.0,0.0,0.0
2017-10-01,0,63,1,0,0,2.0,80.0,32.0,0.0,4.0,4.0,39.0,0.0,16.0,1.0,0.0,5.0,0.0,0.0,37.0,3,35,0,0,0,0,2,58,0,5,france,0.0,0.0,32.0,0.0,0.0
2017-10-08,0,67,1,0,0,4.0,77.0,30.0,0.0,2.0,4.0,41.0,0.0,13.0,1.0,0.0,6.0,0.0,0.0,34.0,1,38,0,0,0,0,1,69,0,4,france,0.0,0.0,51.0,0.0,0.0
2017-10-15,0,68,1,0,0,1.0,58.0,26.0,0.0,3.0,1.0,50.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,34.0,2,38,0,0,0,0,1,61,1,5,france,0.0,0.0,32.0,0.0,0.0
2017-10-22,0,64,0,0,0,2.0,64.0,23.0,0.0,4.0,5.0,42.0,0.0,14.0,2.0,0.0,4.0,0.0,0.0,33.0,1,31,0,0,0,0,2,66,0,5,france,0.0,0.0,21.0,0.0,0.0
2017-10-29,0,59,1,0,0,1.0,76.0,32.0,0.0,4.0,5.0,54.0,0.0,13.0,1.0,0.0,6.0,0.0,0.0,36.0,1,44,0,0,0,0,1,75,0,4,france,0.0,0.0,32.0,0.0,0.0
2017-11-05,0,63,0,0,0,3.0,67.0,31.0,0.0,3.0,9.0,43.0,0.0,14.0,1.0,0.0,4.0,0.0,0.0,40.0,2,40,0,0,0,0,1,84,1,4,france,0.0,0.0,42.0,0.0,0.0
2017-11-12,0,67,2,0,0,2.0,52.0,32.0,0.0,3.0,4.0,46.0,0.0,15.0,1.0,0.0,5.0,0.0,0.0,45.0,2,35,0,0,0,0,0,80,0,5,france,0.0,0.0,34.0,0.0,0.0
2017-11-19,0,70,1,0,0,4.0,70.0,36.0,0.0,3.0,4.0,50.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,54.0,3,39,0,0,0,0,0,87,0,3,france,0.0,0.0,62.0,0.0,0.0
2017-11-26,0,68,1,0,0,2.0,66.0,45.0,0.0,2.0,7.0,67.0,0.0,13.0,3.0,0.0,6.0,0.0,0.0,50.0,2,36,0,0,0,0,1,96,0,4,france,0.0,0.0,50.0,0.0,0.0
2017-12-03,0,62,1,0,0,2.0,55.0,35.0,0.0,4.0,9.0,65.0,0.0,8.0,1.0,0.0,8.0,0.0,0.0,52.0,2,33,0,0,0,0,0,83,1,3,france,0.0,0.0,46.0,0.0,0.0
